id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer,source_tier,sample_weight,noise_reasons
222,天气之子,弯膝下沉,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
223,天气之子,海贼王,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
224,天气之子,龙珠,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
225,天王星,海王星,宇宙,,same_category_mid,65-75,70,关联度较高,,unknown,0.50,
226,天空之城,冒险,动漫,,hint_like_high,35-45,40,冒险太笼统了,,unknown,0.50,
227,天空之城,大鱼海棠,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
228,天空之城,怎么猜,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
229,天空之城,数码宝贝,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
230,天空之城,星游记,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
231,失望,酸辣粉,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
232,失落,伤心,感情,,same_category_mid,75-85,80,词义接近,,unknown,0.50,
233,失落,压抑,感情,,same_category_mid,55-65,60,都是负面情绪,,unknown,0.50,
234,失落,失落,感情,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
235,夸父,夔牛,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
236,女娲,朱雀,神话,,same_category_mid,55-65,60,都是神话，但关联度不高,,unknown,0.50,
237,女巫,丘比特,狼人杀,,same_category_mid,65-75,70,关联度较高,,unknown,0.50,
238,女巫,粥品,狼人杀,,cross_category_low,0-7,2,二者不搭界,,unknown,0.50,
239,妖精尾巴,一人之下,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
240,妖精尾巴,喜羊羊,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
241,妖精尾巴,星座,动漫,,cross_category_low,0-10,5,二者不搭界,,unknown,0.50,
242,妖精尾巴,白蛇缘起,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
243,妖精尾巴,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
244,妖精尾巴,青之驱魔师,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
245,委屈,委屈,感情,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
246,嫉妒,会议,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
247,嫉妒,规整,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
248,嫉妒,释然,感情,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
249,孙悟空,蒲松龄,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
250,孤寂,孤寂,情感,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
251,孤寂,无奈,情感,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
252,孤寂,路线阻挡,情感,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
253,守卫,午休,狼人杀,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
254,守口如瓶,不外传,成语,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
255,守墓人,守墓人,狼人杀,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
256,守夜人,守夜人,狼人杀,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
257,守夜人,深更出手,狼人杀,,hint_like_high,45-55,50,形容这个身份，但狼人杀术语中不适用,,unknown,0.50,
258,守护神,狼美人,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
259,安检,安检,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
260,完璧归赵,巧辩,典故,,hint_like_high,15-25,20,关联度不高,,unknown,0.50,
261,完璧归赵,退避三舍,典故,,same_category_mid,25-35,30,都是历史典故，但关联度不高,,unknown,0.50,
262,实验,旋转,学习,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
263,实验,现象观察,学习,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
264,害怕,翻书找页,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
265,害怕,起风了,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
266,对接,驯熊师,工作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
267,对牛弹琴,唇亡齿寒,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,,unknown,0.50,
268,对牛弹琴,掩耳盗铃,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,,unknown,0.50,
269,对牛弹琴,画地为牢,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,,unknown,0.50,
270,对齐,同步目标,工作,,hint_like_high,85-95,90,联想度高,,unknown,0.50,
271,对齐,瞎子点灯,工作,,cross_category_low,0-9,4,二者不搭界,,unknown,0.50,
272,寿司,粽子,美食,,same_category_mid,45-55,50,种类相同，词义不够接近,,unknown,0.50,
273,小年,小年,节日,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
274,小幸运,俯冲,歌曲,,cross_category_low,0-9,4,二者不搭界,,unknown,0.50,
275,小幸运,摆臂协调,歌曲,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
276,小暑,万圣节,节日,,same_category_mid,25-35,30,都是节日，但关联度不高,,unknown,0.50,
277,小暑,武林,节日,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
278,小溪,小溪,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
279,小笼包,沙拉,美食,,same_category_mid,25-35,30,联想度低,,unknown,0.50,
280,小笼包,禁锢者,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
281,小葱拌豆腐,刻舟求剑,歇后语,,same_category_mid,25-35,30,关联度低,,unknown,0.50,
282,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,45-55,50,后者非歇后语,,unknown,0.50,
283,小行星,多碎石,宇宙,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
284,小行星,愚者,宇宙,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
285,小雪,舞狮,节日,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
286,屈原,端午纪念,人物,,hint_like_high,85-95,90,关联度很高,,unknown,0.50,
287,屈原,诸葛亮,人物,,same_category_mid,25-35,30,都是历史人物，但关联度不高,,unknown,0.50,
288,山谷,底部冲刷,风景,,hint_like_high,45-55,50,底部接近，冲刷联想过弱,,unknown,0.50,
289,山谷,脚尖发力,风景,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
290,岳飞,李时珍,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
291,工程,土木,学科,,hint_like_high,85-95,90,联想度很高,,unknown,0.50,
292,平静,冷淡,情感,,same_category_mid,25-35,30,都是情感，但关联度不高,,unknown,0.50,
293,幽游白书,伙伴,动漫,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
294,幽游白书,战斗,动漫,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
295,幽游白书,斗破苍穹,动漫,,same_category_mid,45-55,50,均为动漫，语义不同,,unknown,0.50,
296,应龙,飞天,神话,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
297,开心,惬意,感情,,same_category_mid,65-75,70,都是情感，但关联度高,,unknown,0.50,
298,弓步,稳住,动作,,hint_like_high,35-45,40,字面意思有关联。但很难联系那个动作,,unknown,0.50,
299,张信哲,张信哲,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
300,张信哲,立夏,歌手,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
301,张学友,张学友,歌手,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
302,张杰,王力宏,歌手,,same_category_mid,35-45,40,都是歌手，但关联度不高,,unknown,0.50,
303,张杰,答辩,歌手,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
304,张良,悬崖,人物,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
305,张衡,班固,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
306,弹跳,弓步,动作,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
307,弹跳,弹跳,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
308,弹跳,盘腿,动作,,same_category_mid,15-25,20,二者不搭界,,unknown,0.50,
309,弹跳,站边后出手,动作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
310,归纳,考试,学习,,same_category_mid,35-45,40,都是学习活动，但关联度不高,,unknown,0.50,
311,彩陶,评弹,文化,,same_category_mid,25-35,30,种类虽相同，但词义相差甚远,,unknown,0.50,
312,影子,一字千金,狼人杀,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
313,徒步,一路走,旅游,,hint_like_high,65-75,70,关联度中等,,unknown,0.50,
314,徒步,徒步,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
315,心猿意马,浮躁,成语,,hint_like_high,65-75,70,语义较为接近,,unknown,0.50,
316,心理,心理,学科,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
317,心疼,柳宗元,情感,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
318,心酸,涩涩,情感,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
319,心酸,释怀,情感,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
320,忐忑,战绩,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
321,忐忑,群起围堵,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
322,悬崖,古镇,风景,,same_category_mid,25-35,30,都是风景，但关联度不高,,unknown,0.50,
323,悬梁刺股,悬梁刺股,典故,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
324,悬梁刺股,旋律,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
325,悬梁刺股,梯田,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
326,悲伤,温馨,感情,,same_category_mid,25-35,30,关联度底,,unknown,0.50,
327,悲伤,碑刻,感情,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
328,惆怅,惬意,情感,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
329,惆怅,防带走,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
330,惊喜,猝不及防,情感,,hint_like_high,35-45,40,惊喜包含猝不及防但后者关联度确实不高,,unknown,0.50,
331,惊蛰,节气点,节日,,hint_like_high,65-75,70,节气点包含在节日中,,unknown,0.50,
332,惊蛰,轮岗,节日,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
333,惋惜,铁公鸡,情感,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
334,惬意,草船借箭,感情,,cross_category_low,15-25,20,语义不同,,unknown,0.50,
335,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
336,愤怒,烦躁,感情,,same_category_mid,25-35,30,语义不同,,unknown,0.50,
337,愤懑,敬佩,情感,,same_category_mid,25-35,30,关联度底,,unknown,0.50,
338,懊悔,果汁,感情,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
339,懊悔,自豪,感情,,same_category_mid,25-35,30,都是情感，但关联度不高,,unknown,0.50,
340,懊悔,自责,感情,,hint_like_high,75-85,80,感情接近,,unknown,0.50,
341,戏曲,皮影,文化,,same_category_mid,35-45,40,都是历史文化，但关联度不高,,unknown,0.50,
342,戏曲,票友捧场,文化,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
343,手柄,大禹,游戏,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
344,打扫,装修,生活,,same_category_mid,15-25,20,二者关联度低,,unknown,0.50,
345,技能,策略,游戏,,same_category_mid,15-25,20,关联度低,,unknown,0.50,
346,投笔从戎,奔赴战场,典故,,hint_like_high,65-75,70,后者没有描述到投笔的含义,,unknown,0.50,
347,投笔从戎,扫描,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
348,抬头,抬头,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
349,抬头,柜台,动作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
350,抬头,点头,动作,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
351,担忧,左右摆,情感,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
352,拉怪,以卵击石,游戏,,cross_category_low,0-10,5,二者不搭界,,unknown,0.50,
353,拉怪,伸手,游戏,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
354,拍景,看展,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
355,拍照,免税,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
356,拍照,拍照,旅游,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
357,拍照,泡汤,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
358,拍照,行李,旅游,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
359,拓印,石文摹写,文化,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
360,指鹿为马,伎俩耗尽,典故,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
361,指鹿为马,强词夺理,典故,,hint_like_high,65-75,70,前者具体事件，后者解释而已,,unknown,0.50,
362,按兵不动,按兵不动,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
363,按部就班,画地为牢,成语,,same_category_mid,25-35,30,都是成语，但关联度不高,,unknown,0.50,
364,挑灯夜战,挑灯夜战,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
365,挑灯夜战,熬到很晚,成语,,hint_like_high,75-85,80,意思接近但后者非成语,,unknown,0.50,
366,挑灯夜战,通宵赶工,成语,,hint_like_high,65-75,70,字面意思接近,,unknown,0.50,
367,挟天子,掌控象征,典故,,hint_like_high,45-55,50,接近但不高,,unknown,0.50,
368,挤压,缩体积,动作,,hint_like_high,65-75,70,后者过于口语化,,unknown,0.50,
369,挥手,仙桃宴,动作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
370,挥手,抬前臂,动作,,hint_like_high,85-95,90,意思接近,,unknown,0.50,
371,挥拳,挥拳,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
372,挥拳,连线图,动作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
373,掉线,连接断,游戏,,hint_like_high,75-85,80,关联度较高,,unknown,0.50,
374,掉落,许嵩,游戏,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
375,排期,草堂,工作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
376,排查,异常点,工作,,hint_like_high,65-75,70,有先后顺序,,unknown,0.50,
377,排查,找问题,工作,,hint_like_high,85-95,90,联想度很高,,unknown,0.50,
378,排查,校准方向,工作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
379,排球少年,熬到很晚,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
380,排球少年,犬夜叉,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
381,排球少年,罗小黑战记,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
382,排球少年,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
383,探图,探图,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
384,提问,澄清疑惑,学习,,hint_like_high,45-55,50,行为不同,,unknown,0.50,
385,收拾,丢垃圾,生活,,same_category_mid,65-75,70,关联度较高,,unknown,0.50,
386,收拾,午休,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
387,收拾,收拾,生活,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
388,收拾,租房,生活,,same_category_mid,15-25,20,语义不同,,unknown,0.50,
389,教程,公会,游戏,,same_category_mid,35-45,40,都是游戏，但关联度不高,,unknown,0.50,
390,教程,运动,游戏,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
391,教育,师生,学科,,hint_like_high,45-55,50,教育包含师生但后者只是前者的一个方面,,unknown,0.50,
392,敬佩,老马识途,情感,,cross_category_low,5-15,10,二者不搭界,,unknown,0.50,
393,数学,方程求解,学科,,hint_like_high,80-90,85,后者根据学科内容较容易联想到答案,,unknown,0.50,
394,数学,生态,学科,,same_category_mid,35-45,40,都是学科，但关联度不高,,unknown,0.50,
395,数学,粽香,学科,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
396,数码宝贝,刀剑神域,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
397,数码宝贝,数码宝贝,动漫,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
398,数码宝贝,虹猫蓝兔,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
399,数码宝贝,进击的巨人,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
400,整理,整理,学习,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
401,文天祥,丹心,人物,,hint_like_high,85-95,90,人物著作中提到丹心，关联度较高,,unknown,0.50,
402,文学,小说戏剧,学科,,hint_like_high,65-75,70,前者是后者的一个分支，关联度较高,,unknown,0.50,
403,斗破苍穹,热带,动漫,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
404,斗破苍穹,白蛇缘起,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
405,斗破苍穹,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
406,斗破苍穹,青之驱魔师,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
407,斗罗大陆,修炼,动漫,,hint_like_high,65-75,70,包含关系,,unknown,0.50,
408,斗罗大陆,刀剑神域,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
409,斗罗大陆,成长,动漫,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
410,斗罗大陆,武魂,动漫,,hint_like_high,65-75,70,都为动漫,,unknown,0.50,
411,斗罗大陆,死神,动漫,,same_category_mid,45-55,50,关联度中等,,unknown,0.50,
412,斗罗大陆,罗小黑战记,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
413,斗罗大陆,虹猫蓝兔,动漫,动漫,related_mid,63-73,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
414,新手,丘比特,游戏,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
415,方案,剪纸,工作,,cross_category_low,0-9,4,二者不搭界,,unknown,0.50,
416,方案,摘记,工作,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
417,日出,日出,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
418,日出,玄鸟,风景,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
419,日报,每天写,工作,,hint_like_high,65-75,70,关联度接近,,unknown,0.50,
420,日报,瞎子点灯,工作,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
421,日食,腰间小圆,宇宙,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
422,早起,先洗漱,生活,,hint_like_high,55-65,60,关联度中等,,unknown,0.50,
423,早起,引力波,生活,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
424,星座,造型表现,宇宙,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
425,星游记,妖精尾巴,动漫,动漫,related_mid,63-73,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
426,星游记,数码宝贝,动漫,动漫,near_synonym_high,77-87,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
427,星游记,海贼王,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
428,星游记,礁石,动漫,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
429,星球,表面坑,宇宙,,hint_like_high,45-55,50,表面坑包含在星球中但关联度不高,,unknown,0.50,
430,晚睡,小行星,生活,,cross_category_low,0-10,5,二者不搭界,,unknown,0.50,
431,晚霞,云层晕彩,风景,,hint_like_high,65-75,70,关联度中等,,unknown,0.50,
432,晴天,平凡之路,歌曲,,same_category_mid,15-25,20,都为歌曲，但联想度很低,,unknown,0.50,
433,晾晒,亡羊补牢,生活,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
434,暗能量,占比高,宇宙,,hint_like_high,25-35,30,关联度不高,,unknown,0.50,
435,暴击,晚睡,游戏,,cross_category_low,1-11,6,二者不搭界,,unknown,0.50,
436,月球,惊喜,宇宙,,cross_category_low,4-14,9,二者不搭界,,unknown,0.50,
437,月食,柔美唱腔,宇宙,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
438,月食,流星雨,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,,unknown,0.50,
439,月饼,热切,美食,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
440,朗读,化学,学习,,cross_category_low,15-25,20,语义不同,,unknown,0.50,
441,朗读,挤压,学习,,cross_category_low,2-12,7,二者不搭界,,unknown,0.50,
442,望梅止渴,想象安慰,典故,,hint_like_high,45-55,50,后者范围较广,,unknown,0.50,
443,望远镜,天文器,宇宙,,hint_like_high,55-65,60,包含关系,,unknown,0.50,
444,木星,火星,宇宙,,same_category_mid,35-45,40,都是宇宙相关，但关联度不高,,unknown,0.50,
445,未闻花名,咒术回战,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
446,未闻花名,画江湖,动漫,动漫,hard_negative_low,10-20,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
447,未闻花名,银魂,动漫,动漫,hard_negative_low,10-20,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
448,朱雀,清风穿行,神话,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
449,李时珍,资治通鉴,人物,,nonsense_low,0-7,2,毫无关联,,unknown,0.50,
450,李清照,秦始皇,人物,,same_category_mid,35-45,40,都是历史人物，但关联度不高,,unknown,0.50,
451,李白,混血儿,人物,,cross_category_low,5-15,10,二者不搭界,,unknown,0.50,
452,材料,材料,学科,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
453,村民,影子,狼人杀,,same_category_mid,65-75,70,都为狼人杀，范围接近,,unknown,0.50,
454,杨千嬅,林俊杰,歌手,,same_category_mid,35-45,40,都是歌手，但关联度不高,,unknown,0.50,
455,杨戬,劈山救母,神话,,hint_like_high,75-85,80,后者为前者具体事迹,,unknown,0.50,
456,杨戬,神将,神话,,hint_like_high,55-65,60,包含关系,,unknown,0.50,
457,杯弓蛇影,恐慌由假,成语,,hint_like_high,65-75,70,意思接近,,unknown,0.50,
458,杯水车薪,杯水车薪,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
